q_value,lowmfold,mcc
0.03,5,0.7485509163500211
0.03,5,0.7223292717799195
0.03,5,0.7223292717799195
0.03,5,0.7223292717799195
0.03,5,0.7223292717799195
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,6,0.7773901024063068
0.03,6,0.7773901024063068
0.03,6,0.7773901024063068
0.03,6,0.7773901024063068
0.03,6,0.6947988564667258
0.03,6,0.6947988564667258
0.03,6,0.6947988564667258
0.03,6,0.6947988564667258
0.03,6,0.6815629821443365
0.03,6,0.6815629821443365
0.03,6,0.6815629821443365
0.03,6,0.6815629821443365
0.03,6,0.7354308444943293
0.03,6,0.7354308444943293
0.03,6,0.7354308444943293
0.03,6,0.7354308444943293
0.03,6,0.6938361842675166
0.03,6,0.6938361842675166
0.03,6,0.6938361842675166
0.03,6,0.6938361842675166
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7080404964684697
0.03,6,0.7080404964684697
0.03,6,0.7080404964684697
0.03,6,0.7080404964684697
0.03,6,0.7616949082549219
0.03,6,0.7616949082549219
0.03,6,0.7616949082549219
0.03,6,0.7616949082549219
0.03,6,0.7074334722260762
0.03,6,0.7074334722260762
0.03,6,0.7074334722260762
0.03,6,0.7074334722260762
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,7,0.6961593689898165
0.03,7,0.6961593689898165
0.03,7,0.6961593689898165
0.03,7,0.6961593689898165
0.03,7,0.7080404964684697
0.03,7,0.7080404964684697
0.03,7,0.7080404964684697
0.03,7,0.7080404964684697
0.03,7,0.723991827520144
0.03,7,0.723991827520144
0.03,7,0.723991827520144
0.03,7,0.723991827520144
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.6940365118821088
0.03,7,0.6940365118821088
0.03,7,0.6940365118821088
0.03,7,0.6940365118821088
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7073855195515144
0.03,7,0.7073855195515144
0.03,7,0.7073855195515144
0.03,7,0.7073855195515144
0.03,7,0.7616949082549219
0.03,7,0.7616949082549219
0.03,7,0.7616949082549219
0.03,7,0.7616949082549219
0.03,7,0.7080404964684697
0.03,7,0.7080404964684697
0.03,7,0.7080404964684697
0.03,7,0.7080404964684697
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,3,0.7223292717799195
0.03,3,0.7223292717799195
0.03,3,0.7223292717799195
0.03,3,0.7223292717799195
0.03,3,0.7092406666984212
0.03,3,0.7092406666984212
0.03,3,0.7092406666984212
0.03,3,0.7092406666984212
0.03,3,0.667268441153532
0.03,3,0.667268441153532
0.03,3,0.667268441153532
0.03,3,0.667268441153532
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.6961593689898165
0.03,3,0.6961593689898165
0.03,3,0.6961593689898165
0.03,3,0.6961593689898165
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7223292717799195
0.03,3,0.7223292717799195
0.03,3,0.7223292717799195
0.03,3,0.7223292717799195
0.03,3,0.7616949082549219
0.03,3,0.7616949082549219
0.03,3,0.7616949082549219
0.03,3,0.7616949082549219
0.03,3,0.7074334722260762
0.03,3,0.7074334722260762
0.03,3,0.7074334722260762
0.03,3,0.7074334722260762
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,4,0.7616949082549219
0.03,4,0.7616949082549219
0.03,4,0.7616949082549219
0.03,4,0.7616949082549219
0.03,4,0.7092406666984212
0.03,4,0.7092406666984212
0.03,4,0.7092406666984212
0.03,4,0.7092406666984212
0.03,4,0.6947988564667258
0.03,4,0.6947988564667258
0.03,4,0.6947988564667258
0.03,4,0.6947988564667258
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.6940365118821088
0.03,4,0.6940365118821088
0.03,4,0.6940365118821088
0.03,4,0.6940365118821088
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7880758829984552
0.03,4,0.7880758829984552
0.03,4,0.7880758829984552
0.03,4,0.7880758829984552
0.03,4,0.7616949082549219
0.03,4,0.7616949082549219
0.03,4,0.7616949082549219
0.03,4,0.7616949082549219
0.03,4,0.7611790951828082
0.03,4,0.7611790951828082
0.03,4,0.7611790951828082
0.03,4,0.7611790951828082
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,5,0.734564190240499
0.03,5,0.734564190240499
0.03,5,0.734564190240499
0.03,5,0.734564190240499
0.03,5,0.7092406666984212
0.03,5,0.7092406666984212
0.03,5,0.7092406666984212
0.03,5,0.7092406666984212
0.03,5,0.6803027542116533
0.03,5,0.6803027542116533
0.03,5,0.6803027542116533
0.03,5,0.6803027542116533
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7080404964684697
0.03,5,0.7080404964684697
0.03,5,0.7080404964684697
0.03,5,0.7080404964684697
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7902115405460484
0.03,5,0.7902115405460484
0.03,5,0.7902115405460484
0.03,5,0.7902115405460484
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,6,0.7080404964684697
0.03,6,0.7080404964684697
0.03,6,0.7080404964684697
0.03,6,0.7080404964684697
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7110746343717271
0.03,6,0.7110746343717271
0.03,6,0.7110746343717271
0.03,6,0.7110746343717271
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7758081185839772
0.03,6,0.7758081185839772
0.03,6,0.7758081185839772
0.03,6,0.7758081185839772
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7390696987170707
0.03,6,0.7390696987170707
0.03,6,0.7390696987170707
0.03,6,0.7390696987170707
0.03,6,0.7616949082549219
0.03,6,0.7616949082549219
0.03,6,0.7616949082549219
0.03,6,0.7616949082549219
0.03,6,0.6532598004167506
0.03,6,0.6532598004167506
0.03,6,0.6532598004167506
0.03,6,0.6532598004167506
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,7,0.7092406666984212
0.03,7,0.7092406666984212
0.03,7,0.7092406666984212
0.03,7,0.7092406666984212
0.03,7,0.7092406666984212
0.03,7,0.7092406666984212
0.03,7,0.7092406666984212
0.03,7,0.7092406666984212
0.03,7,0.7478574930182722
0.03,7,0.7478574930182722
0.03,7,0.7478574930182722
0.03,7,0.7478574930182722
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.723991827520144
0.03,7,0.723991827520144
0.03,7,0.723991827520144
0.03,7,0.723991827520144
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7628211925201888
0.03,7,0.7628211925201888
0.03,7,0.7628211925201888
0.03,7,0.7628211925201888
0.03,7,0.7616949082549219
0.03,7,0.7616949082549219
0.03,7,0.7616949082549219
0.03,7,0.7616949082549219
0.03,7,0.7354308444943293
0.03,7,0.7354308444943293
0.03,7,0.7354308444943293
0.03,7,0.7354308444943293
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,3,0.7110746343717271
0.03,3,0.7110746343717271
0.03,3,0.7110746343717271
0.03,3,0.7110746343717271
0.03,3,0.7092406666984212
0.03,3,0.7092406666984212
0.03,3,0.7092406666984212
0.03,3,0.7092406666984212
0.03,3,0.6940365118821088
0.03,3,0.6940365118821088
0.03,3,0.6940365118821088
0.03,3,0.6940365118821088
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.6938361842675166
0.03,3,0.6938361842675166
0.03,3,0.6938361842675166
0.03,3,0.6938361842675166
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.721293714116065
0.03,3,0.721293714116065
0.03,3,0.721293714116065
0.03,3,0.721293714116065
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,4,0.6806501484426101
0.03,4,0.6806501484426101
0.03,4,0.6806501484426101
0.03,4,0.6806501484426101
0.03,4,0.7092406666984212
0.03,4,0.7092406666984212
0.03,4,0.7092406666984212
0.03,4,0.7092406666984212
0.03,4,0.7080404964684697
0.03,4,0.7080404964684697
0.03,4,0.7080404964684697
0.03,4,0.7080404964684697
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7110746343717271
0.03,4,0.7110746343717271
0.03,4,0.7110746343717271
0.03,4,0.7110746343717271
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.6811813801327161
0.03,4,0.6811813801327161
0.03,4,0.6811813801327161
0.03,4,0.6811813801327161
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,4,0.7485509163500211
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7616949082549219
0.03,5,0.7092406666984212
0.03,5,0.7092406666984212
0.03,5,0.7092406666984212
0.03,5,0.7092406666984212
0.03,5,0.721293714116065
0.03,5,0.721293714116065
0.03,5,0.721293714116065
0.03,5,0.721293714116065
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.723991827520144
0.03,5,0.723991827520144
0.03,5,0.723991827520144
0.03,5,0.723991827520144
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7354308444943293
0.03,5,0.7354308444943293
0.03,5,0.7354308444943293
0.03,5,0.7354308444943293
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7223292717799195
0.03,5,0.7223292717799195
0.03,5,0.7223292717799195
0.03,5,0.7223292717799195
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7092406666984212
0.03,6,0.7080404964684697
0.03,6,0.7080404964684697
0.03,6,0.7080404964684697
0.03,6,0.7080404964684697
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.721293714116065
0.03,6,0.721293714116065
0.03,6,0.721293714116065
0.03,6,0.721293714116065
0.03,6,0.7628211925201888
0.03,6,0.7628211925201888
0.03,6,0.7628211925201888
0.03,6,0.7628211925201888
0.03,6,0.7390696987170707
0.03,6,0.7390696987170707
0.03,6,0.7390696987170707
0.03,6,0.7390696987170707
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7223292717799195
0.03,6,0.7223292717799195
0.03,6,0.7223292717799195
0.03,6,0.7223292717799195
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,6,0.7485509163500211
0.03,7,0.6938361842675166
0.03,7,0.6938361842675166
0.03,7,0.6938361842675166
0.03,7,0.6938361842675166
0.03,7,0.7223292717799195
0.03,7,0.7223292717799195
0.03,7,0.7223292717799195
0.03,7,0.7223292717799195
0.03,7,0.6830795700263835
0.03,7,0.6830795700263835
0.03,7,0.6830795700263835
0.03,7,0.6830795700263835
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.6266951561045736
0.03,7,0.6266951561045736
0.03,7,0.6266951561045736
0.03,7,0.6266951561045736
0.03,7,0.7628211925201888
0.03,7,0.7628211925201888
0.03,7,0.7628211925201888
0.03,7,0.7628211925201888
0.03,7,0.7074334722260762
0.03,7,0.7074334722260762
0.03,7,0.7074334722260762
0.03,7,0.7074334722260762
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7080404964684697
0.03,7,0.7080404964684697
0.03,7,0.7080404964684697
0.03,7,0.7080404964684697
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,3,0.7670647630624143
0.03,3,0.7670647630624143
0.03,3,0.7670647630624143
0.03,3,0.7670647630624143
0.03,3,0.7518242860504715
0.03,3,0.7518242860504715
0.03,3,0.7518242860504715
0.03,3,0.7518242860504715
0.03,3,0.7354308444943293
0.03,3,0.7354308444943293
0.03,3,0.7354308444943293
0.03,3,0.7354308444943293
0.03,3,0.7518242860504715
0.03,3,0.7518242860504715
0.03,3,0.7518242860504715
0.03,3,0.7518242860504715
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7369183512525059
0.03,3,0.7369183512525059
0.03,3,0.7369183512525059
0.03,3,0.7369183512525059
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7485509163500211
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7080404964684697
0.03,3,0.7080404964684697
0.03,3,0.7080404964684697
0.03,3,0.7080404964684697
0.03,3,0.7369183512525059
0.03,3,0.7369183512525059
0.03,3,0.7369183512525059
0.03,3,0.7369183512525059
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7080404964684697
0.03,4,0.7080404964684697
0.03,4,0.7080404964684697
0.03,4,0.7080404964684697
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7498596870931131
0.03,4,0.7498596870931131
0.03,4,0.7498596870931131
0.03,4,0.7498596870931131
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.721293714116065
0.03,4,0.721293714116065
0.03,4,0.721293714116065
0.03,4,0.721293714116065
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,4,0.7369183512525059
0.03,5,0.721293714116065
0.03,5,0.721293714116065
0.03,5,0.721293714116065
0.03,5,0.721293714116065
0.03,5,0.7518242860504715
0.03,5,0.7518242860504715
0.03,5,0.7518242860504715
0.03,5,0.7518242860504715
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7518242860504715
0.03,5,0.7518242860504715
0.03,5,0.7518242860504715
0.03,5,0.7518242860504715
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7369183512525059
0.03,5,0.7369183512525059
0.03,5,0.7369183512525059
0.03,5,0.7369183512525059
0.03,5,0.734564190240499
0.03,5,0.734564190240499
0.03,5,0.734564190240499
0.03,5,0.734564190240499
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7498596870931131
0.03,5,0.7498596870931131
0.03,5,0.7498596870931131
0.03,5,0.7498596870931131
0.03,5,0.7369183512525059
0.03,5,0.7369183512525059
0.03,5,0.7369183512525059
0.03,5,0.7369183512525059
0.03,6,0.7773901024063068
0.03,6,0.7773901024063068
0.03,6,0.7773901024063068
0.03,6,0.7773901024063068
0.03,6,0.7518242860504715
0.03,6,0.7518242860504715
0.03,6,0.7518242860504715
0.03,6,0.7518242860504715
0.03,6,0.7369183512525059
0.03,6,0.7369183512525059
0.03,6,0.7369183512525059
0.03,6,0.7369183512525059
0.03,6,0.7518242860504715
0.03,6,0.7518242860504715
0.03,6,0.7518242860504715
0.03,6,0.7518242860504715
0.03,6,0.7628211925201888
0.03,6,0.7628211925201888
0.03,6,0.7628211925201888
0.03,6,0.7628211925201888
0.03,6,0.7369183512525059
0.03,6,0.7369183512525059
0.03,6,0.7369183512525059
0.03,6,0.7369183512525059
0.03,6,0.7074334722260762
0.03,6,0.7074334722260762
0.03,6,0.7074334722260762
0.03,6,0.7074334722260762
0.03,6,0.7628211925201888
0.03,6,0.7628211925201888
0.03,6,0.7628211925201888
0.03,6,0.7628211925201888
0.03,6,0.7223292717799195
0.03,6,0.7223292717799195
0.03,6,0.7223292717799195
0.03,6,0.7223292717799195
0.03,6,0.7369183512525059
0.03,6,0.7369183512525059
0.03,6,0.7369183512525059
0.03,6,0.7369183512525059
0.03,7,0.7758081185839772
0.03,7,0.7758081185839772
0.03,7,0.7758081185839772
0.03,7,0.7758081185839772
0.03,7,0.7518242860504715
0.03,7,0.7518242860504715
0.03,7,0.7518242860504715
0.03,7,0.7518242860504715
0.03,7,0.7369183512525059
0.03,7,0.7369183512525059
0.03,7,0.7369183512525059
0.03,7,0.7369183512525059
0.03,7,0.7518242860504715
0.03,7,0.7518242860504715
0.03,7,0.7518242860504715
0.03,7,0.7518242860504715
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7485509163500211
0.03,7,0.7369183512525059
0.03,7,0.7369183512525059
0.03,7,0.7369183512525059
0.03,7,0.7369183512525059
0.03,7,0.7342823073671614
0.03,7,0.7342823073671614
0.03,7,0.7342823073671614
0.03,7,0.7342823073671614
0.03,7,0.7628211925201888
0.03,7,0.7628211925201888
0.03,7,0.7628211925201888
0.03,7,0.7628211925201888
0.03,7,0.6961593689898165
0.03,7,0.6961593689898165
0.03,7,0.6961593689898165
0.03,7,0.6961593689898165
0.03,7,0.7369183512525059
0.03,7,0.7369183512525059
0.03,7,0.7369183512525059
0.03,7,0.7369183512525059
0.03,3,0.734564190240499
0.03,3,0.734564190240499
0.03,3,0.734564190240499
0.03,3,0.734564190240499
0.03,3,0.7518242860504715
0.03,3,0.7518242860504715
0.03,3,0.7518242860504715
0.03,3,0.7518242860504715
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7645960358065907
0.03,3,0.7645960358065907
0.03,3,0.7645960358065907
0.03,3,0.7645960358065907
0.03,3,0.7354308444943293
0.03,3,0.7354308444943293
0.03,3,0.7354308444943293
0.03,3,0.7354308444943293
0.03,3,0.7498596870931131
0.03,3,0.7498596870931131
0.03,3,0.7498596870931131
0.03,3,0.7498596870931131
0.03,3,0.723991827520144
0.03,3,0.723991827520144
0.03,3,0.723991827520144
0.03,3,0.723991827520144
0.03,3,0.7758081185839772
0.03,3,0.7758081185839772
0.03,3,0.7758081185839772
0.03,3,0.7758081185839772
0.03,3,0.7074334722260762
0.03,3,0.7074334722260762
0.03,3,0.7074334722260762
0.03,3,0.7074334722260762
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,3,0.7628211925201888
0.03,4,0.7092406666984212
0.03,4,0.7092406666984212
0.03,4,0.7092406666984212
0.03,4,0.7092406666984212
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7518242860504715
0.03,4,0.7074334722260762
0.03,4,0.7074334722260762
0.03,4,0.7074334722260762
0.03,4,0.7074334722260762
0.03,4,0.7645960358065907
0.03,4,0.7645960358065907
0.03,4,0.7645960358065907
0.03,4,0.7645960358065907
0.03,4,0.7080404964684697
0.03,4,0.7080404964684697
0.03,4,0.7080404964684697
0.03,4,0.7080404964684697
0.03,4,0.7498596870931131
0.03,4,0.7498596870931131
0.03,4,0.7498596870931131
0.03,4,0.7498596870931131
0.03,4,0.7478574930182722
0.03,4,0.7478574930182722
0.03,4,0.7478574930182722
0.03,4,0.7478574930182722
0.03,4,0.7758081185839772
0.03,4,0.7758081185839772
0.03,4,0.7758081185839772
0.03,4,0.7758081185839772
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,4,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7518242860504715
0.03,5,0.7518242860504715
0.03,5,0.7518242860504715
0.03,5,0.7518242860504715
0.03,5,0.7354308444943293
0.03,5,0.7354308444943293
0.03,5,0.7354308444943293
0.03,5,0.7354308444943293
0.03,5,0.7645960358065907
0.03,5,0.7645960358065907
0.03,5,0.7645960358065907
0.03,5,0.7645960358065907
0.03,5,0.7369183512525059
0.03,5,0.7369183512525059
0.03,5,0.7369183512525059
0.03,5,0.7369183512525059
0.03,5,0.7498596870931131
0.03,5,0.7498596870931131
0.03,5,0.7498596870931131
0.03,5,0.7498596870931131
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7485509163500211
0.03,5,0.7758081185839772
0.03,5,0.7758081185839772
0.03,5,0.7758081185839772
0.03,5,0.7758081185839772
0.03,5,0.7092406666984212
0.03,5,0.7092406666984212
0.03,5,0.7092406666984212
0.03,5,0.7092406666984212
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,5,0.7628211925201888
0.03,6,0.7773901024063068
0.03,6,0.7773901024063068
0.03,6,0.7773901024063068
0.03,6,0.7773901024063068
0.03,6,0.7518242860504715
0.03,6,0.7518242860504715
0.03,6,0.7518242860504715
0.03,6,0.7518242860504715
0.03,6,0.721293714116065
0.03,6,0.721293714116065
0.03,6,0.721293714116065
0.03,6,0.721293714116065
0.03,6,0.7645960358065907
0.03,6,0.7645960358065907
0.03,6,0.7645960358065907
0.03,6,0.7645960358065907
